0.07772668	0.09847707	-0.101845846	0.04829868	-0.07099537	0.07576548	0.09391149	0.043427587	0.015655624	0.024152132	0.015617447	0.029994097	0.0937229	-0.12823942	0.10661945	-0.04421825
0.04929517	0.08459886	0.028890505	-0.032810524	-0.07715631	-0.034404613	-0.009593048	-0.031832755	0.036957245	0.03905598	-0.035565883	-0.08896504	0.089679845	-0.039378487	0.0064254734	-0.015259431
-0.053938065	-0.011914241	0.0060074143	-0.026454115	0.047122993	-0.07927134	-0.0678382	-0.00915846	0.002882471	-0.07883519	0.0048724734	-0.029254647	0.010283838	-0.023469578	0.033461634	0.045247488
-0.039122395	0.049168065	-0.063981526	-0.003124328	-0.035435654	0.029739868	-0.0061596013	-0.012756864	-0.028539762	0.008473451	0.045773722	-0.053578183	0.06290431	-0.05373673	0.010997039	-0.0016672125
0.081742376	0.12761112	-0.15141395	0.009080968	-0.1665712	0.051292222	0.054088105	0.04134301	0.10547259	0.01420692	0.11396242	-0.035990138	0.19976613	-0.0790972	0.073645614	-0.035267588
-0.04806582	-0.009363141	0.032112073	-0.12540643	0.015202047	-0.10557005	-0.0477018	-0.034353103	-0.043117013	-0.08983946	-0.031189766	-0.13390875	0.01982143	0.07606324	0.023994973	0.04505264
-0.055600077	-0.041829538	0.028666051	-0.078149214	-0.041212253	-0.055751126	-0.012612959	-0.02537312	-0.015626898	0.0021155379	-0.056416538	-0.12851922	0.0819125	0.01602929	0.074177645	0.06400442
0.048443265	0.023990948	-0.027952235	-0.012009664	-0.16483383	0.053886205	0.013743178	0.033082183	0.071558565	0.038138554	0.10866748	-0.098845914	0.2003304	0.004840683	0.12356684	-0.015776884
0.116457045	0.08098221	-0.057441875	0.10612588	-0.10646439	0.04561141	0.068745084	0.14162908	0.045582995	0.042474564	0.068027556	0.004717462	0.09958317	-0.11966379	0.06496579	-0.034245584
-0.045017663	-0.003290089	0.030785447	-0.09953424	0.02157331	-0.06523424	0.00035072383	0.0096494425	-0.07405986	-0.04061708	-0.02879715	-0.05736854	-0.005580141	0.00037634338	0.06872043	0.01691806
0.016305452	-0.03263204	-0.003166557	-0.06113821	-0.02597405	-0.0764537	0.018238809	-0.07219933	0.022713633	-0.042620674	-0.0168815	-0.19424401	0.09754525	-0.041703925	0.10696061	0.057434283
